FixReport ?梯”摨阮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?交?,瘞?114撟?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??,200#1???餌?hz,200#1?餃?V,200#1?餅?A,200#1??KW,200#1頧NM,200#1頧PM,100#2???餌?hz,100#2?餃?V,100#2?餅?A,100#2??KW,100#2頧NM,100#2頧PM,100#3???餌?hz,100#3?餃?V,100#3?餅?A,100#3??KW,100#3頧NM,100#3頧PM,100#4???餌?hz,200#5???餌?hz,蝮??祇???kw,蝮?蝝舐???kwh,蝮????,?楊瘞湔?瘞港?M,?瘞湔偌雿,?偌擃?摨西?ntu,?偌雿?摨西?ntu,?偌??瘞游?箸偌憯?KG/CM2,蝮賣???
2025/5/1 00:00,51,373.5,230.88,103.36,234.95,375,0,0,0,0,0,0,54,379.5196533,124.3277969,65.1754303,1046.317627,540,0,0,172.0099945,6781240,0.91624999,2.166066647,6.335833549,50.01666641,44.47803497,0.17,135697.5586
2025/5/1 00:10,51,373.5,230.97,103.34,235.22,375,0,0,0,0,0,0,54,379.5303345,124.3939667,65.18177032,1045.736328,540,0,0,171.7299957,6781268.5,0.915416658,2.171900034,6.341500282,49.95999908,44.23740005,0.17,135937.1827
2025/5/1 00:20,51,373.5,230.95,103.38,235.51,375,0,0,0,0,0,0,54,379.5150146,124.3411636,65.14266968,1046.369019,540,0,0,171.7766724,6781297,0.915030003,2.174833298,6.340833664,49.54999924,44.26293182,0.17,135779.3674
2025/5/1 00:30,51,373.5,231.03,103.33,235.23,375,0,0,0,0,0,0,54,379.5280151,124.4383316,65.1485672,1046.261353,540,0,0,171.8366699,6781326,0.913013339,2.181066751,6.336999893,49.36999893,44.19720078,0.17,135778.6634
2025/5/1 00:40,51,373.5,231.1,103.34,235.37,375,0,0,0,0,0,0,54,379.5169983,124.4064331,65.24316406,1044.769287,540,0,0,172.1066742,6781354.5,0.917129993,2.169900179,6.337500095,48.68999863,43.9649353,0.17,135767.2211
2025/5/1 00:50,51,373.5,231.08,103.38,235.26,375,0,0,0,0,0,0,54,379.5263367,124.323204,65.1159668,1046.563721,540,0,0,171.7766724,6781383,0.916006684,2.156933308,6.343833447,48.89666748,43.75486755,0.17,135816.7027
2025/5/1 01:00,51,373.5,231.03,103.33,235.26,375,0,0,0,0,0,0,54,379.5136719,124.4361649,65.22523499,1047.06604,540,0,0,193.5299988,6781413,0.918723345,2.176766634,6.335166931,50.76499939,43.6990509,0.17,135797.9167
2025/5/1 01:10,51,373.5,231.08,103.4,235.34,375,0,0,0,0,0,0,54,379.5249939,124.4904022,65.20703125,1046.446655,540,0,0,173.7299957,6781444.5,0.918293357,2.14350009,6.345666885,50.83333206,43.60936737,0.17,135723.783
2025/5/1 01:20,51,373.5,231.07,103.39,235.29,375,0,0,0,0,0,0,54,379.519989,124.3103333,65.17939758,1046.785645,540,0,0,171.656662,6781473,0.92007333,2.09586668,6.33550024,51.2266655,43.74086761,0.17,135771.4364
2025/5/1 01:30,51,373.5,231.11,103.38,235.41,375,0,0,0,0,0,0,54,379.5166626,124.3154373,65.23693085,1044.285034,540,0,0,172.156662,6781501.5,0.917930007,2.11016655,6.341500282,50.30333328,43.66156769,0.17,135773.7227
2025/5/1 01:40,51,373.5,231.13,103.36,235.46,375,0,0,0,0,0,0,54,379.519989,124.4601669,65.25646973,1047.023682,540,0,0,172.0850067,6781530.5,0.917069972,2.105466604,6.33550024,50.15333176,43.93436813,0.17,135912.3175
2025/5/1 01:50,51,373.5,231.09,103.35,235.36,375,0,0,0,0,0,0,54,379.5233459,124.5375671,65.23270416,1045.699707,540,0,0,171.9333344,6781559,0.920580029,2.0600667,6.34100008,50.16333389,43.67133331,0.17,135909.2092
2025/5/1 02:00,51,373.5,231.09,103.31,235.19,375,0,0,0,0,0,0,54,379.5150146,124.4769974,65.26036835,1047.84668,540,0,0,171.8500061,6781587.5,0.914913356,2.084766626,6.329999924,49.15000153,43.71953201,0.17,135786.9212
2025/5/1 02:10,51,373.5,231.08,103.31,235.28,375,0,0,0,0,0,0,54,379.5213318,124.2474976,65.23973083,1045.39563,540,0,0,172.093338,6781616.5,0.914853334,2.103566647,6.340833664,48.49333191,43.58013153,0.17,135936.7993
2025/5/1 02:20,51,373.5,231.16,103.32,235.28,375,0,0,0,0,0,0,54,379.5153198,124.4516296,65.21613312,1046.203613,540,0,0,171.456665,6781645,0.913463354,2.110099792,6.340000153,49.1566658,43.30369949,0.17,135781.7281
2025/5/1 02:30,51,373.5,231.21,103.36,235.39,375,0,0,0,0,0,0,54,379.5280151,124.3929977,65.21393585,1045.035034,540,0,0,171.7116699,6781673.5,0.913964987,2.116999865,6.335833549,48.91666794,43.18623352,0.17,135873.3639
2025/5/1 02:40,51,373.5,231.11,103.38,235.35,375,0,0,0,0,0,0,54,379.5136719,124.3361969,65.1340332,1045.585327,540,0,0,172.0500031,6781702.5,0.914273322,2.121633291,6.340500355,47.53333282,43.24226761,0.17,136021.0154
2025/5/1 02:50,51,373.5,231.14,103.35,235.37,375,0,0,0,0,0,0,54,379.5166626,124.2445984,65.23190308,1046.618286,540,0,0,172.1100006,6781731,0.914926648,2.124833345,6.34100008,47.41666794,43.18183517,0.17,135960.0556
2025/5/1 03:00,51,373.5,231.13,103.54,235.5,375,0,0,0,0,0,0,54,379.519989,124.2365036,65.16600037,1045.633667,540,0,0,171.9799957,6781759.5,0.914583325,2.128816605,6.33949995,47.20833206,43.04773331,0.17,136085.4922
2025/5/1 03:10,51,373.5,231.08,103.41,235.37,375,0,0,0,0,0,0,54,379.5280151,124.3683701,65.061203,1045.590332,540,0,0,172.0833282,6781788.5,0.914816678,2.132766724,6.338533401,46.74333191,42.93906784,0.17,135716.4444
2025/5/1 03:20,51,373.5,231.17,103.38,235.37,375,0,0,0,0,0,0,54,379.526825,124.4753494,65.18266296,1046.381226,540,0,0,172.0800018,6781817,0.91620332,2.136133432,6.338466644,46.76333237,43.02226639,0.17,135826.5862
2025/5/1 03:30,51,373.5,231.1,103.34,235.2,375,0,0,0,0,0,0,54,379.5183411,124.5364685,65.33339691,1047.292969,540,0,0,171.863327,6781845.5,0.915210009,2.138566732,6.335166931,46.51333237,42.80709839,0.17,135855.4583
2025/5/1 03:40,51,373.5,231.14,103.42,235.48,375,0,0,0,0,0,0,54,379.5263367,124.4223022,65.25496674,1045.674683,540,0,0,171.9499969,6781874.5,0.913473308,2.14350009,6.338166714,47.02666855,42.57266617,0.17,135729.975
2025/5/1 03:50,51,373.5,231.24,103.4,235.36,375,0,0,0,0,0,0,54,379.5220032,124.5622635,65.27233124,1045.865723,540,0,0,171.8166656,6781903,0.916836679,2.144066811,6.334666729,48.19333267,42.86780167,0.16,135755.3589
2025/5/1 04:00,51,373.5,231.14,103.4,235.4,375,0,0,0,0,0,0,54,379.5299988,124.3815308,65.1547699,1046.633667,540,0,0,171.6833344,6781931.5,0.914529979,2.149000168,6.332666874,48.15999985,42.58660126,0.17,135830.8757
2025/5/1 04:10,51,373.5,231.23,103.39,235.29,375,0,0,0,0,0,0,54,379.5213318,124.4427032,65.14630127,1044.430298,540,0,0,172,6781960.5,0.917206645,2.150366783,6.333866596,48.73666763,42.57289886,0.16,135708.0896
2025/5/1 04:20,51,373.5,231.16,103.38,235.32,375,0,0,0,0,0,0,54,379.5270081,124.4042969,65.23639679,1046.93396,540,0,0,171.6999969,6781989,0.913940012,2.153300047,6.323633194,49.19333267,42.76146698,0.17,135580.827
2025/5/1 04:30,51,373.5,231.16,103.37,235.31,375,0,0,0,0,0,0,54,379.5183411,124.5378342,65.15823364,1046.386353,540,0,0,172.2566681,6782017.5,0.917874992,2.154666662,6.336833477,50.12333298,42.76119995,0.16,135819.0547
2025/5/1 04:40,51,373.5,231.23,103.34,235.26,375,0,0,0,0,0,0,54,379.5266724,124.3595352,65.33266449,1047.150635,540,0,0,171.9766693,6782046.5,0.916043341,2.155100107,6.334666729,48.58333206,42.87599945,0.16,135878.5421
2025/5/1 04:50,51,373.5,231.19,103.37,235.29,375,0,0,0,0,0,0,54,379.519989,124.5407333,65.22979736,1048.190308,540,0,0,172.2433319,6782075,0.91650331,2.157299995,6.325500011,49.25999832,43.01993179,0.16,135967.1936
2025/5/1 05:00,51,373.5,231.18,103.31,235.19,375,0,0,0,0,0,0,54,379.5216675,124.5892639,65.32893372,1047.57666,540,0,0,171.9466705,6782104,0.914713323,2.159000158,6.340000153,50.01333237,43.32013321,0.17,135928.1478
2025/5/1 05:10,51,373.5,231.09,103.34,235.11,375,0,0,0,0,0,0,54,379.5166626,124.4761658,65.2857666,1044.968384,540,0,0,172.0466614,6782132.5,0.917259991,2.160366774,6.342133522,51.1566658,43.50519943,0.16,135762.5727
2025/5/1 05:20,51,373.5,231.19,103.37,235.39,375,0,0,0,0,0,0,54,379.5266724,124.3461304,65.16806793,1045.951294,540,0,0,171.9900055,6782161,0.915769994,2.163633347,6.342366695,50.66666794,43.51950073,0.17,135758.3628
2025/5/1 05:30,51,373.5,231.22,103.32,235.24,375,0,0,0,0,0,0,54,379.5233459,124.3658676,65.25803375,1046.631348,540,0,0,172.0066681,6782190,0.918166697,2.162000179,6.342433453,51.02000046,43.78033447,0.16,135740.8893
2025/5/1 05:40,51,373.5,231.14,103.32,235.31,375,0,0,0,0,0,0,54,379.5216675,124.5220642,65.19626617,1048.176636,540,0,0,171.7966614,6782218.5,0.919383347,2.129966736,6.342866898,47.83666611,43.85319901,0.17,135784.3455
2025/5/1 05:50,51,373.5,231.08,103.3,235.23,375,0,0,0,0,0,0,54,379.5283203,124.4102325,65.18166351,1046.21936,540,0,0,171.4533386,6782247,0.917023361,2.101033211,6.341333389,48.7733345,43.82003403,0.16,135730.7997
2025/5/1 06:00,51,373.5,231.16,103.34,235.14,375,0,0,0,0,0,0,54,379.5133362,124.4812012,65.23526764,1047.560059,540,0,0,171.3666687,6782275.5,0.913489997,2.118733168,6.34070015,48.33333206,43.67336655,0.17,135736.7891
2025/5/1 06:10,51,373.5,231.26,103.33,235.43,375,0,0,0,0,0,0,54,379.5230103,124.5255966,65.20093536,1046.055298,540,0,0,171.7566681,6782304,0.917731643,2.121933222,6.339666843,49.91333389,43.67520142,0.16,135768.8077
2025/5/1 06:20,51,373.5016785,231.1164398,103.3970642,235.3444672,375,0,0,0,0,0,0,54,379.5236816,124.4591675,65.25686646,1048.3927,540,0,0,171.5099945,6782333,0.914416671,2.123166561,6.340000153,50.04333496,43.38783264,0.16216667,135779.1662
2025/5/1 06:30,51,373.5,231.2534332,103.3749313,235.080368,375,0,0,0,0,0,0,54,379.5183411,124.5241013,65.12086487,1046.440308,540,0,0,171.9900055,6782361.5,0.91577667,2.121766567,6.33949995,51.29666519,43.3747673,0.164133325,135838.5931
2025/5/1 06:40,51,373.5,231.2769012,103.4238663,235.2599335,375,0,0,0,0,0,0,54,379.5283203,124.5273972,65.26743317,1046.958984,540,0,0,171.6266632,6782390,0.913439989,2.116600037,6.341500282,51.49333191,43.50663376,0.165199995,135857.9848
2025/5/1 06:50,51,373.5,231.2944946,103.3831024,235.4528961,375,0,0,0,0,0,0,54,379.519989,124.5688629,65.1428299,1046.8573,540,0,0,171.3999939,6782418.5,0.913500011,2.113566637,6.340833664,52.04000092,43.94323349,0.167966664,135915.6773
2025/5/1 07:00,51,373.5016785,231.3592987,103.3218994,235.2662659,375,0,0,0,0,0,0,54,379.5246582,124.4962997,65.23310089,1047.319946,540,0,0,171.5399933,6782447.5,0.91190666,2.107166529,6.33983326,52.94333267,44.08430099,0.169333339,135765.3249
2025/5/1 07:10,51,373.5,231.3465271,103.388237,235.3365021,375,0,0,0,0,0,0,54,379.5220032,124.4598694,65.23429871,1046.844727,540,0,0,171.3999939,6782476,0.911549985,2.102799892,6.33983326,50.92833328,44.09471512,0.169666663,135905.3084
2025/5/1 07:20,51,373.5,231.4244995,103.3016357,235.2572327,375,0,0,0,0,0,0,54,379.5163269,124.6546021,65.19460297,1045.186035,540,0,0,171.7366638,6782504.5,0.910629988,2.094799995,6.340833664,50.66666794,44.31510162,0.169500008,135877.3993
2025/5/1 07:30,51,373.5,231.3902283,103.3859329,235.0992737,375,0,0,0,0,0,0,54,379.5186768,124.5611649,65.26070404,1047.026001,540,0,0,171.6233368,6782533,0.906393349,2.090066671,6.340466976,50.56666565,44.3874321,0.170000002,135835.002
2025/5/1 07:40,51,373.5,231.3955994,103.3768311,235.3258057,375,0,0,0,0,0,0,54,379.519989,124.5940704,65.26222992,1047.135986,540,0,0,171.7100067,6782562,0.909993351,2.087933302,6.342700005,50.60333252,44.139534,0.170166671,135778.503
2025/5/1 07:50,51,373.5016785,231.5457001,103.3619995,235.2465973,375,0,0,0,0,0,0,54,379.5266724,124.5664368,65.24373627,1047.197388,540,0,0,171.6999969,6782590.5,0.914463341,2.079333305,6.351433277,48.73166656,44.46274948,0.170000002,135813.2072
2025/5/1 08:00,54.09466553,396.5930176,248.9558258,123.1763,263.9171753,397.6499939,0,0,0,0,0,0,56.18500137,407.1296692,131.3145294,74.23353577,1140.353638,561.8499756,0,0,199.4133301,6782621,0.921880007,2.034816742,6.328999996,48.63999939,44.5407486,0.178300008,143797.3783
2025/5/1 08:10,55.69499969,408.3529968,258.0858765,133.63237,278.8119202,409.1766663,0,0,0,0,0,0,55.48666763,398.0973206,128.6968384,70.86146545,1107.743652,554.8666382,0,0,205.7633362,6782655,0.920360029,2.049833298,6.294700146,49.91666794,44.73490143,0.180800006,146451.3168
2025/5/1 08:20,56.09999847,411.2346802,260.6472168,136.1622925,282.3913269,412,0,0,0,0,0,0,55,391.9233398,126.9160004,68.71586609,1083.125977,550,0,0,206.4199982,6782689.5,0.922863305,2.030299902,6.292833328,48.63333511,44.96260071,0.182700008,146840.898
2025/5/1 08:30,56.09999847,411.2550049,260.4398804,136.5341949,282.9448547,412,0,0,0,0,0,0,55,391.9313354,126.7167969,68.60289764,1081.418701,550,0,0,206.9033356,6782724,0.924910009,1.971300006,6.301333427,48.5933342,44.82716751,0.181500003,147152.5299
2025/5/1 08:40,56.09999847,411.2633362,260.6156921,136.6109314,282.8616333,412,0,0,0,0,0,0,55,391.9303284,126.9674683,68.69056702,1081.970337,550,0,0,207.1183319,6782758.5,0.922843337,1.962599993,6.304466724,48.70666504,45.33706665,0.182333335,147000.4607
2025/5/1 08:50,56.09999847,411.2716675,260.4838562,136.3883057,283.0268555,412,0,0,0,0,0,0,55,391.9216614,126.686264,68.69090271,1083.328369,550,0,0,206.7400055,6782793,0.923210025,1.986999989,6.315633297,56.61999893,52.73500061,0.181800008,147009.6395
2025/5/1 09:00,56.09999847,411.2303467,260.2672119,136.151474,282.2484436,412,0,0,0,0,0,0,55,391.9166565,126.6959991,68.75646973,1082.744629,550,0,0,206.9499969,6782827.5,0.920743346,1.993566632,6.312833309,49.29666519,46.05509949,0.188500002,146932.2383
2025/5/1 09:10,56.09999847,411.2330017,260.3030396,136.073761,282.1667786,412,0,0,0,0,0,0,55,391.918335,126.8069305,68.61226654,1081.211304,550,0,0,206.9033356,6782862,0.921096683,1.99666667,6.325933456,54.47000122,62.60633469,0.186366662,146863.2433
2025/5/1 09:20,56.09999847,411.2403259,260.3420105,136.3224945,282.2062683,412,0,0,0,0,0,0,55,391.9283142,126.7269363,68.62033081,1081.645996,550,0,0,206.5800018,6782896.5,0.92043668,1.996899962,6.331866741,61.40333176,57.6568985,0.187466666,146946.4592
2025/5/1 09:30,56.09999847,411.2433472,260.2078552,136.2151947,282.5884399,412,0,0,0,0,0,0,55,391.938324,126.8425369,68.619133,1082.072998,550,0,0,207.0500031,6782931,0.92222333,1.998466611,6.334466934,58.52000046,47.32640076,0.188500002,147124.6986
2025/5/1 09:40,56.09999847,411.2446594,260.1915283,136.2474365,282.6026306,412,0,0,0,0,0,0,55,391.936676,126.7881317,68.53959656,1079.670044,550,0,0,206.4866638,6782965.5,0.922073305,1.996399999,6.33433342,62.04333496,45.94296646,0.189333335,147091.0786
2025/5/1 09:50,56.09999847,411.2554932,260.154541,136.2441101,282.8041382,412,0,0,0,0,0,0,55,391.936676,126.7377319,68.63475037,1079.369141,550,0,0,206.8566742,6783000,0.925880015,1.974799991,6.340666771,72.41000366,50.70000076,0.189166665,146983.107
2025/5/1 10:00,56.09999847,411.2296753,259.7243652,136.0006409,282.1581421,412,0,0,0,0,0,0,55,391.9316711,126.8582687,68.69806671,1081.881714,550,0,0,219.1433258,6783035,0.92209667,1.990816712,6.344799995,69.97000122,47.67789841,0.190166667,146983.0299
2025/5/1 10:10,56.09999847,411.2553406,260.0351868,136.2610321,282.5869446,412,0,0,0,0,0,0,55,391.9349976,126.7937317,68.67406464,1081.190063,550,0,0,229.4933319,6783073.5,0.923936665,1.984133363,6.338166714,69.1166687,47.45549774,0.189833328,147202.6482
2025/5/1 10:20,56.09999847,411.2180176,259.6472473,135.8294067,281.840271,412,0,0,0,0,0,0,55,391.9396667,126.9570694,68.62826538,1082.379639,550,0,0,207.0200043,6783109,0.924769998,1.931100011,6.331466675,68.98332977,49.00719833,0.190666661,147111.7509
2025/5/1 10:30,56.09999847,411.2203369,259.7542114,135.9435272,281.8773804,412,0,0,0,0,0,0,55,391.9303284,126.9822693,68.67773438,1083.328613,550,0,0,206.6000061,6783143.5,0.922883332,1.915466666,6.350699902,68.52666473,47.33883286,0.189999998,147350.1367
2025/5/1 10:40,56.09999847,411.2266846,259.6463013,135.9140015,281.9151001,412,0,0,0,0,0,0,55,391.9349976,126.9553299,68.72806549,1084.90564,550,0,0,206.706665,6783178,0.921230018,1.9375,6.355800152,68.57333374,47.87036514,0.189999998,147215.7609
2025/5/1 10:50,56.09999847,411.2350159,259.6840515,136.3563995,282.4822998,412,0,0,0,0,0,0,55,391.929657,126.9721298,68.79243469,1084.281616,550,0,0,206.6966705,6783212.5,0.923300028,1.951233387,6.35253334,67.29333496,47.99873352,0.189999998,147507.1623
2025/5/1 11:00,56.09999847,411.2433472,259.7589722,136.3035736,282.4447632,412,0,0,0,0,0,0,55,391.9320068,126.9902649,68.71226501,1084.177002,550,0,0,206.4966736,6783247,0.921130002,1.959133387,6.347499847,67.24333191,47.33720016,0.189999998,147296.2513
2025/5/1 11:10,56.09999847,411.2113342,259.440979,135.9360962,281.7069702,412,0,0,0,0,0,0,55,391.929657,126.7142639,68.80083466,1082.985718,550,0,0,206.6450043,6783281.5,0.921246648,1.965566754,6.343200207,67.28333282,48.79976654,0.191166669,147262.895
2025/5/1 11:20,56.09999847,411.215332,259.5869751,135.8598633,281.8866577,412,0,0,0,0,0,0,55,391.927002,126.9963989,68.78869629,1083.914307,550,0,0,206.8033295,6783316,0.922129989,1.973666668,6.343500137,62.27666855,45.98830032,0.191333339,147306.3218
2025/5/1 11:30,56.09999847,411.2130127,259.2431335,135.8974304,281.7649536,412,0,0,0,0,0,0,55,391.928009,126.9428024,68.70593262,1081.036377,550,0,0,206.8849945,6783350.5,0.921176672,1.980000019,6.340000153,56.63999939,46.2969017,0.193499997,147235.8483
2025/5/1 11:40,56.09999847,411.2170105,259.3009033,135.8395386,281.7582703,412,0,0,0,0,0,0,55,391.9336548,127.0772018,68.7358017,1083.368286,550,0,0,206.5966644,6783385,0.92203331,1.986966729,6.324500084,57.59000015,45.03816605,0.192166671,147137.6482
2025/5/1 11:50,56.09999847,411.2196655,259.4624329,136.1010284,281.9172363,412,0,0,0,0,0,0,55,391.9400024,126.9107971,68.69029999,1083.713013,550,0,0,207.0200043,6783419.5,0.922163367,1.991333365,6.337533474,58.33333206,46.09859848,0.191833332,147149.1317
2025/5/1 12:00,56.05166626,410.863678,259.0366211,135.3203735,280.9913635,411.6499939,0,0,0,0,0,0,54.28666687,383.0809937,124.6576996,65.9834671,1050.69165,542.8666382,0,0,203.5233307,6783453.5,0.918886662,1.99909997,6.339133263,58.20000076,45.12350082,0.193133339,146321.8164
2025/5/1 12:10,56.09999847,411.2000122,259.2337036,135.7465973,281.4165955,412,0,0,0,0,0,0,54,379.5270081,123.6177368,64.81620026,1039.407349,540,0,0,203,6783487.5,0.92019999,2.002566576,6.340500355,58,46.47546768,0.192533329,146086.2159
2025/5/1 12:20,56.09999847,411.2203369,259.3521729,135.8923035,281.9064026,412,0,0,0,0,0,0,54,379.5130005,123.5944672,64.69059753,1038.39502,540,0,0,202.7100067,6783521.5,0.920786679,2.009633303,6.340966702,58.15000153,44.74803162,0.189999998,146117.549
2025/5/1 12:30,56.09999847,411.2146606,259.3031006,135.9941406,281.8790894,412,0,0,0,0,0,0,54,379.5283203,123.5631027,64.64260101,1035.726685,540,0,0,202.7833405,6783555,0.920000017,2.018666744,6.336699963,57.98333359,44.35423279,0.189999998,146177.5618
2025/5/1 12:40,56.09999847,411.2166748,259.0655212,135.8255005,281.4442139,412,0,0,0,0,0,0,54,379.528656,123.5899658,64.66919708,1035.550659,540,0,0,202.6100006,6783589,0.919093311,2.025833368,6.338833332,58.01666641,46.71683502,0.190799996,146149.4457
2025/5/1 12:50,56.09999847,411.2000122,258.9577026,135.7082977,281.1864624,412,0,0,0,0,0,0,54,379.5230103,123.7019348,64.52713013,1037.583984,540,0,0,203.3666687,6783623,0.920283318,2.033833265,6.335833549,57.06000137,46.07116699,0.192666665,146044.3961
2025/5/1 13:00,56.09999847,411.230011,259.2662354,136.0251007,282.3059692,412,0,0,0,0,0,0,54,379.5236816,123.43367,64.50783539,1035.421997,540,0,0,202.613327,6783656.5,0.919026673,2.041466713,6.338666916,56.77000046,46.49646759,0.191200003,146173.5905
2025/5/1 13:10,56.09999847,411.25,259.1871948,136.1713409,282.3125,412,0,0,0,0,0,0,54,379.5216675,123.4559021,64.59233093,1036.140625,540,0,0,203.406662,6783690.5,0.921276689,2.047833204,6.329999924,56.38333511,44.43896866,0.190166667,145920.6111
2025/5/1 13:20,56.09999847,411.2270203,259.2296753,136.1804352,282.3143616,412,0,0,0,0,0,0,54,379.519989,123.6066971,64.54203033,1034.754395,540,0,0,202.4199982,6783724.5,0.920878351,2.049799919,6.335533619,60.09000015,48.25460052,0.190333337,146030.8895
2025/5/1 13:30,56.09999847,411.221344,259.0640259,135.8769989,281.7160034,412,0,0,0,0,0,0,54,379.5163269,123.3469009,64.6343689,1036.955322,540,0,0,202.3766632,6783758,0.919736683,2.056433201,6.3246665,57.01333237,45.25513458,0.190666661,145899.1445
2025/5/1 13:40,56.09999847,411.2316589,259.1557007,135.9909973,281.9257507,412,0,0,0,0,0,0,54,379.5156555,123.3672028,64.6639328,1036.446655,540,0,0,202.6733398,6783792,0.91923666,2.065933228,6.330999851,56.5633316,45.90906525,0.190499991,145771.0128
2025/5/1 13:50,56.09999847,411.2579956,259.1582642,136.2259064,282.8156738,412,0,0,0,0,0,0,54,379.5296631,123.4461975,64.61413574,1035.004028,540,0,0,202.7766724,6783825.5,0.92220664,2.069066525,6.323500156,57.04000092,44.78310013,0.189999998,145842.5197
2025/5/1 14:00,56.09999847,411.2436829,259.1463623,136.1246643,282.5172729,412,0,0,0,0,0,0,54.63000107,387.3336792,125.5113678,67.16583252,1064.922974,546.2999878,0,0,205.4633331,6783859.5,0.922253311,2.072933197,6.325699806,55.71666718,44.25963211,0.191466659,146712.1263
2025/5/1 14:10,56.09999847,411.2266846,259.2307129,136.0444946,282.1678467,412,0,0,0,0,0,0,55,391.936676,126.7137299,68.68253326,1083.07605,550,0,0,206.8333282,6783894,0.921016693,2.075599909,6.318366528,55.33333206,45.24503326,0.195199996,147058.5493
2025/5/1 14:20,56.09999847,411.2350159,259.1650085,135.9261017,282.0411377,412,0,0,0,0,0,0,55,391.9163208,126.7261353,68.60462952,1082.25769,550,0,0,207.343338,6783928.5,0.92547667,2.027166605,6.310833454,55.25333405,44.10903168,0.190499991,147033.2183
2025/5/1 14:30,56.09999847,411.2083435,258.7525024,135.8758698,281.62677,412,0,0,0,0,0,0,55,391.927002,126.6923981,68.79489899,1082.544312,550,0,0,206.6900024,6783963,0.921313345,2.031699896,6.309666634,54.93333435,44.98186493,0.196800008,147122.8385
2025/5/1 14:40,56.09999847,411.2116699,258.7579041,136.0136719,281.8955078,412,0,0,0,0,0,0,55,391.936676,126.7048035,68.74963379,1083.935303,550,0,0,206.7033386,6783997.5,0.920220017,2.047399998,6.308166504,54.79666519,44.04393387,0.195666671,147096.4588
2025/5/1 14:50,56.09999847,411.2016907,258.8815002,135.8519745,281.7792664,412,0,0,0,0,0,0,55,391.9346619,126.442131,68.70349884,1082.852661,550,0,0,207.1300049,6784032,0.921240032,2.054399967,6.302700043,55.81666565,45.27930069,0.19236666,147088.8915
2025/5/1 15:00,56.09999847,411.2116699,258.8518066,135.8513031,281.6976624,412,0,0,0,0,0,0,55,391.9386597,126.5653305,68.64073181,1080.661621,550,0,0,206.8733368,6784066.5,0.920013309,2.063799858,6.299000263,55.84999847,44.61543274,0.195299998,146972.7383
2025/5/1 15:10,56.09999847,411.2149963,258.9465942,136.0280304,281.8280334,412,0,0,0,0,0,0,55,391.9379883,126.5558701,68.46890259,1080.245728,550,0,0,206.7100067,6784101,0.921136677,2.068766594,6.298367023,55.92666626,44.18939972,0.195000008,146952.8487
2025/5/1 15:20,56.09999847,411.2133484,259.0054016,135.8601379,281.878479,412,0,0,0,0,0,0,55,391.9303284,126.4863968,68.61360168,1080.828979,550,0,0,206.8166656,6784135.5,0.919530034,2.074066639,6.298166752,54.58000183,44.7923317,0.194866672,146802.1819
2025/5/1 15:30,56.09999847,411.2630005,259.1702271,136.3649292,282.5279236,412,0,0,0,0,0,0,55,391.9349976,126.4774704,68.56887054,1081.190308,550,0,0,207.0333405,6784170,0.921253324,2.078366518,6.296999931,55.50999832,43.97040176,0.190166667,147057.5755
2025/5/1 15:40,56.09999847,411.269989,259.0994568,136.4671021,283.2885437,412,0,0,0,0,0,0,55,391.918335,126.4205322,68.57330322,1080.998047,550,0,0,207.1199951,6784204.5,0.923099995,2.083233356,6.293633461,54.53333282,44.89333344,0.190166667,146998.8579
2025/5/1 15:50,56.09999847,411.2671509,258.9455566,136.4348907,282.8041382,412,0,0,0,0,0,0,55,391.9283142,126.5326691,68.48976898,1081.168945,550,0,0,206.7400055,6784239,0.920870006,2.08589983,6.29553318,55.24666595,45.15796661,0.190466657,147041.9605
2025/5/1 16:00,56.09999847,411.2546692,258.9880371,136.1897736,282.5882568,412,0,0,0,0,0,0,55,391.9349976,126.2742691,68.35929871,1078.100708,550,0,0,206.2033386,6784273.5,0.919983327,2.076933146,6.291200161,54.81000137,44.29786682,0.191533327,146928.2819
2025/5/1 16:10,56.09999847,411.2503357,259.0342407,136.2867737,282.5159607,412,0,0,0,0,0,0,55,391.9163208,126.1750641,68.53663635,1078.973022,550,0,0,207.0399933,6784308,0.920623302,2.076766491,6.288966656,56.29999924,43.71303558,0.191166669,146894.4529
2025/5/1 16:20,56.09999847,411.2380066,258.9822693,135.9866943,282.1058655,412,0,0,0,0,0,0,55,391.9369812,126.1986694,68.45543671,1077.398315,550,0,0,206.4966736,6784342.5,0.91947335,2.080833197,6.281366825,55.38666534,46.07479858,0.191466659,146957.579
2025/5/1 16:30,56.09999847,411.2233276,258.723877,136.0272369,281.8629456,412,0,0,0,0,0,0,55,391.9349976,126.2391968,68.3751297,1077.283936,550,0,0,206.3033295,6784377,0.918363333,2.088366508,6.287333488,53.46333313,44.46296692,0.193366662,146979.7871
2025/5/1 16:40,56.09999847,411.2416687,258.919342,136.0236053,282.3702393,412,0,0,0,0,0,0,55,391.9199829,126.1942673,68.37083435,1077.000366,550,0,0,207.0033264,6784411.5,0.919290006,2.100849867,6.288133144,51.67166519,44.67079926,0.19083333,147064.4444
